2023-07-01 17:21:46,346 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-07-01 17:21:46,380 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-07-01 17:21:46,381 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-07-01 17:21:46,381 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-07-01 17:21:46,397 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-07-01 17:21:46,398 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-07-01 17:21:46,398 INFO  SwAddin.cs: 201 - Setting up command manager
2023-07-01 17:21:46,399 INFO  SwAddin.cs: 204 - Adding command manager
2023-07-01 17:21:46,401 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-07-01 17:21:46,402 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-07-01 17:21:46,402 INFO  SwAddin.cs: 210 - Adding event handlers
2023-07-01 17:21:46,551 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-07-01 20:42:43,731 INFO  SwAddin.cs: 294 - Assembly export called for file T-Car-2.stp
2023-07-01 20:42:43,735 INFO  SwAddin.cs: 299 - Save is required
2023-07-01 20:42:43,735 INFO  SwAddin.cs: 313 - Saving assembly
2023-07-01 20:42:43,736 INFO  SwAddin.cs: 316 - Opening property manager
2023-07-01 20:42:43,758 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from T-Car-2.stp
2023-07-01 20:42:43,790 INFO  ExportHelperExtension.cs: 1136 - Found 28 in T-Car-2.stp
2023-07-01 20:42:43,791 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in T-Car-2.stp
2023-07-01 20:42:43,791 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-01 20:42:43,794 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2023-07-01 20:42:43,795 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0359809.stp-1
2023-07-01 20:42:43,796 INFO  ExportHelperExtension.cs: 1136 - Found 28 in U101A0359809.stp-1
2023-07-01 20:42:43,796 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0359809.stp-1
2023-07-01 20:42:43,796 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0800003.stp-1
2023-07-01 20:42:43,797 INFO  ExportHelperExtension.cs: 1136 - Found 22 in U101A0800003.stp-1
2023-07-01 20:42:43,797 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0800003.stp-1
2023-07-01 20:42:43,797 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0300007.stp-1
2023-07-01 20:42:43,798 INFO  ExportHelperExtension.cs: 1136 - Found 34 in U101A0300007.stp-1
2023-07-01 20:42:43,798 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0300007.stp-1
2023-07-01 20:42:43,798 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0344807.stp-1
2023-07-01 20:42:43,799 INFO  ExportHelperExtension.cs: 1136 - Found 24 in U101A0344807.stp-1
2023-07-01 20:42:43,799 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0344807.stp-1
2023-07-01 20:42:43,800 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0100003.stp-1
2023-07-01 20:42:43,800 INFO  ExportHelperExtension.cs: 1136 - Found 26 in U101A0100003.stp-1
2023-07-01 20:42:43,800 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0100003.stp-1
2023-07-01 20:42:43,801 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0200003.stp-1
2023-07-01 20:42:43,801 INFO  ExportHelperExtension.cs: 1136 - Found 24 in U101A0200003.stp-1
2023-07-01 20:42:43,802 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0200003.stp-1
2023-07-01 20:42:43,802 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from T-Car-2.stp
2023-07-01 20:42:43,802 INFO  ExportHelperExtension.cs: 1136 - Found 28 in T-Car-2.stp
2023-07-01 20:42:43,803 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in T-Car-2.stp
2023-07-01 20:42:43,803 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-01 20:42:43,803 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2023-07-01 20:42:43,804 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0359809.stp-1
2023-07-01 20:42:43,804 INFO  ExportHelperExtension.cs: 1136 - Found 28 in U101A0359809.stp-1
2023-07-01 20:42:43,805 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0359809.stp-1
2023-07-01 20:42:43,805 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0800003.stp-1
2023-07-01 20:42:43,805 INFO  ExportHelperExtension.cs: 1136 - Found 22 in U101A0800003.stp-1
2023-07-01 20:42:43,806 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0800003.stp-1
2023-07-01 20:42:43,806 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0300007.stp-1
2023-07-01 20:42:43,806 INFO  ExportHelperExtension.cs: 1136 - Found 34 in U101A0300007.stp-1
2023-07-01 20:42:43,807 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0300007.stp-1
2023-07-01 20:42:43,807 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0344807.stp-1
2023-07-01 20:42:43,807 INFO  ExportHelperExtension.cs: 1136 - Found 24 in U101A0344807.stp-1
2023-07-01 20:42:43,808 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0344807.stp-1
2023-07-01 20:42:43,808 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0100003.stp-1
2023-07-01 20:42:43,809 INFO  ExportHelperExtension.cs: 1136 - Found 26 in U101A0100003.stp-1
2023-07-01 20:42:43,809 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0100003.stp-1
2023-07-01 20:42:43,810 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0200003.stp-1
2023-07-01 20:42:43,810 INFO  ExportHelperExtension.cs: 1136 - Found 24 in U101A0200003.stp-1
2023-07-01 20:42:43,811 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0200003.stp-1
2023-07-01 20:42:44,348 INFO  SwAddin.cs: 339 - Loading config tree
2023-07-01 20:42:44,352 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-07-01 20:42:44,357 INFO  SwAddin.cs: 344 - Showing property manager
2023-07-01 20:42:50,599 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2023-07-01 20:42:50,675 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-01 20:45:39,996 INFO  SwAddin.cs: 294 - Assembly export called for file T-Car-2.stp
2023-07-01 20:45:39,996 INFO  SwAddin.cs: 299 - Save is required
2023-07-01 20:45:39,997 INFO  SwAddin.cs: 313 - Saving assembly
2023-07-01 20:45:39,997 INFO  SwAddin.cs: 316 - Opening property manager
2023-07-01 20:45:39,997 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from T-Car-2.stp
2023-07-01 20:45:39,998 INFO  ExportHelperExtension.cs: 1136 - Found 38 in T-Car-2.stp
2023-07-01 20:45:39,998 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in T-Car-2.stp
2023-07-01 20:45:39,998 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-01 20:45:39,999 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2023-07-01 20:45:39,999 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0359809.stp-1
2023-07-01 20:45:40,000 INFO  ExportHelperExtension.cs: 1136 - Found 28 in U101A0359809.stp-1
2023-07-01 20:45:40,000 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0359809.stp-1
2023-07-01 20:45:40,000 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0800003.stp-1
2023-07-01 20:45:40,001 INFO  ExportHelperExtension.cs: 1136 - Found 22 in U101A0800003.stp-1
2023-07-01 20:45:40,001 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0800003.stp-1
2023-07-01 20:45:40,001 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0300007.stp-1
2023-07-01 20:45:40,002 INFO  ExportHelperExtension.cs: 1136 - Found 34 in U101A0300007.stp-1
2023-07-01 20:45:40,002 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0300007.stp-1
2023-07-01 20:45:40,003 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0344807.stp-1
2023-07-01 20:45:40,003 INFO  ExportHelperExtension.cs: 1136 - Found 24 in U101A0344807.stp-1
2023-07-01 20:45:40,004 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0344807.stp-1
2023-07-01 20:45:40,004 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0100003.stp-1
2023-07-01 20:45:40,005 INFO  ExportHelperExtension.cs: 1136 - Found 26 in U101A0100003.stp-1
2023-07-01 20:45:40,005 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0100003.stp-1
2023-07-01 20:45:40,005 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U101A0200003.stp-1
2023-07-01 20:45:40,006 INFO  ExportHelperExtension.cs: 1136 - Found 24 in U101A0200003.stp-1
2023-07-01 20:45:40,006 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in U101A0200003.stp-1
2023-07-01 20:45:40,006 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from T-Car-2.stp
2023-07-01 20:45:40,006 INFO  ExportHelperExtension.cs: 1136 - Found 38 in T-Car-2.stp
2023-07-01 20:45:40,007 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in T-Car-2.stp
2023-07-01 20:45:40,007 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-01 20:45:40,008 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2023-07-01 20:45:40,008 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0359809.stp-1
2023-07-01 20:45:40,008 INFO  ExportHelperExtension.cs: 1136 - Found 28 in U101A0359809.stp-1
2023-07-01 20:45:40,009 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0359809.stp-1
2023-07-01 20:45:40,009 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0800003.stp-1
2023-07-01 20:45:40,010 INFO  ExportHelperExtension.cs: 1136 - Found 22 in U101A0800003.stp-1
2023-07-01 20:45:40,010 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0800003.stp-1
2023-07-01 20:45:40,010 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0300007.stp-1
2023-07-01 20:45:40,011 INFO  ExportHelperExtension.cs: 1136 - Found 34 in U101A0300007.stp-1
2023-07-01 20:45:40,011 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0300007.stp-1
2023-07-01 20:45:40,012 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0344807.stp-1
2023-07-01 20:45:40,012 INFO  ExportHelperExtension.cs: 1136 - Found 24 in U101A0344807.stp-1
2023-07-01 20:45:40,012 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0344807.stp-1
2023-07-01 20:45:40,013 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0100003.stp-1
2023-07-01 20:45:40,014 INFO  ExportHelperExtension.cs: 1136 - Found 26 in U101A0100003.stp-1
2023-07-01 20:45:40,014 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0100003.stp-1
2023-07-01 20:45:40,015 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from U101A0200003.stp-1
2023-07-01 20:45:40,015 INFO  ExportHelperExtension.cs: 1136 - Found 24 in U101A0200003.stp-1
2023-07-01 20:45:40,015 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in U101A0200003.stp-1
